2257	-0.076
2258	-0.076
2259	-0.076
2260	-0.076
2261	-0.076
2262	-0.076
2263	-0.076
2264	-0.076
2265	-0.076
2266	-0.076
2267	-0.076
2268	-0.077
2269	-0.077
2270	-0.077
2271	-0.077
2272	-0.077
2273	-0.077
2274	-0.077
2275	-0.077
2276	-0.077
2277	-0.077
2278	-0.077
2279	-0.077
2280	-0.077
2281	-0.078
2282	-0.078
2283	-0.078
2284	-0.078
2285	-0.078
2286	-0.078
2287	-0.078
2288	-0.078
2289	-0.078
2290	-0.078
2291	-0.078
2292	-0.078
2293	-0.079
2294	-0.079
2295	-0.079
2296	-0.079
2297	-0.079
2298	-0.079
2299	-0.079
2300	-0.079
2301	-0.079
2302	-0.079
2303	-0.08
2304	-0.08
2305	-0.081
2306	-0.081
2307	-0.081
2308	-0.081
2309	-0.08
2310	-0.08
2311	-0.08
2312	-0.08
2313	-0.08
2314	-0.08
2315	-0.08
2316	-0.08
2317	-0.08
2318	-0.081
2319	-0.081
2320	-0.081
2321	-0.081
2322	-0.082
2323	-0.082
2324	-0.082
2325	-0.082
2326	-0.082
2327	-0.082
2328	-0.082
2329	-0.082
2330	-0.082
2331	-0.082
2332	-0.082
2333	-0.082
2334	-0.082
2335	-0.082
2336	-0.082
2337	-0.082
2338	-0.082
2339	-0.082
2340	-0.082
2341	-0.083
2342	-0.084
2343	-0.084
2344	-0.084
2345	-0.084
2346	-0.084
2347	-0.084
2348	-0.084
2349	-0.084
2350	-0.084
2351	-0.084
2352	-0.084
2353	-0.084
2354	-0.084
2355	-0.085
2356	-0.085
2357	-0.085
2358	-0.085
2359	-0.085
2360	-0.085
2361	-0.085
2362	-0.085
2363	-0.085
2364	-0.085
2365	-0.085
2366	-0.085
2367	-0.086
2368	-0.086
2369	-0.086
2370	-0.086
2371	-0.086
2372	-0.086
2373	-0.086
2374	-0.086
2375	-0.086
2376	-0.086
2377	-0.086
2378	-0.086
2379	-0.087
2380	-0.087
2381	-0.087
2382	-0.087
2383	-0.087
2384	-0.087
2385	-0.087
2386	-0.088
2387	-0.088
2388	-0.088
2389	-0.087
2390	-0.087
2391	-0.088
2392	-0.088
2393	-0.088
2394	-0.088
2395	-0.088
2396	-0.088
2397	-0.088
2398	-0.088
2399	-0.088
2400	-0.088
2401	-0.089
2402	-0.089
2403	-0.09
2404	-0.09
2405	-0.09
2406	-0.09
2407	-0.09
2408	-0.09
2409	-0.09
2410	-0.09
2411	-0.09
2412	-0.09
2413	-0.09
2414	-0.09
2415	-0.091
2416	-0.091
2417	-0.091
2418	-0.091
2419	-0.091
2420	-0.091
2421	-0.091
2422	-0.091
2423	-0.091
2424	-0.091
2425	-0.091
2426	-0.091
2427	-0.092
2428	-0.092
2429	-0.092
2430	-0.092
2431	-0.092
2432	-0.092
2433	-0.092
2434	-0.092
2435	-0.092
2436	-0.092
2437	-0.092
2438	-0.092
2439	-0.093
2440	-0.093
2441	-0.093
2442	-0.093
2443	-0.094
2444	-0.094
2445	-0.094
2446	-0.094
2447	-0.094
2448	-0.094
2449	-0.093
2450	-0.093
2451	-0.094
2452	-0.094
2453	-0.094
2454	-0.094
2455	-0.094
2456	-0.094
2457	-0.094
2458	-0.094
2459	-0.094
2460	-0.095
2461	-0.095
2462	-0.095
2463	-0.096
2464	-0.096
2465	-0.096
2466	-0.096
2467	-0.096
2468	-0.096
2469	-0.096
2470	-0.096
2471	-0.096
2472	-0.096
2473	-0.096
2474	-0.096
2475	-0.097
2476	-0.097
2477	-0.097
2478	-0.097
2479	-0.097
2480	-0.097
2481	-0.097
2482	-0.097
2483	-0.097
2484	-0.097
2485	-0.097
2486	-0.098
2487	-0.099
2488	-0.099
2489	-0.098
2490	-0.098
2491	-0.098
2492	-0.098
2493	-0.098
2494	-0.098
2495	-0.098
2496	-0.098
2497	-0.098
2498	-0.099
2499	-0.099
2500	-0.099
2501	-0.099
2502	-0.099
2503	-0.1
2504	-0.1
2505	-0.1
2506	-0.1
2507	-0.1
2508	-0.1
2509	-0.1
2510	-0.101
2511	-0.1
2512	-0.1
2513	-0.1
2514	-0.1
2515	-0.1
2516	-0.1
2517	-0.101
2518	-0.101
2519	-0.101
2520	-0.101
2521	-0.102
2522	-0.102
2523	-0.102
2524	-0.102
2525	-0.102
2526	-0.102
2527	-0.102
2528	-0.102
2529	-0.102
2530	-0.102
2531	-0.102
2532	-0.102
2533	-0.103
2534	-0.103
2535	-0.103
2536	-0.103
2537	-0.103
2538	-0.103
2539	-0.103
2540	-0.103
2541	-0.104
2542	-0.104
2543	-0.104
2544	-0.105
2545	-0.105
2546	-0.105
2547	-0.105
2548	-0.105
2549	-0.105
2550	-0.105
2551	-0.105
2552	-0.105
2553	-0.105
2554	-0.105
2555	-0.106
2556	-0.106
2557	-0.106
2558	-0.106
2559	-0.106
2560	-0.106
2561	-0.106
2562	-0.106
2563	-0.106
2564	-0.106
2565	-0.106
2566	-0.107
2567	-0.107
2568	-0.107
2569	-0.107
2570	-0.107
2571	-0.107
2572	-0.107
2573	-0.107
2574	-0.107
2575	-0.107
2576	-0.107
2577	-0.108
2578	-0.108
2579	-0.108
2580	-0.109
2581	-0.109
2582	-0.109
2583	-0.109
2584	-0.109
2585	-0.109
2586	-0.109
2587	-0.109
2588	-0.11
2589	-0.11
2590	-0.11
2591	-0.109
2592	-0.109
2593	-0.109
2594	-0.109
2595	-0.109
2596	-0.109
2597	-0.11
2598	-0.11
2599	-0.111
2600	-0.111
2601	-0.111
2602	-0.111
2603	-0.111
2604	-0.111
2605	-0.111
2606	-0.111
2607	-0.111
2608	-0.111
2609	-0.111
2610	-0.112
2611	-0.112
2612	-0.112
2613	-0.112
2614	-0.112
2615	-0.112
2616	-0.112
2617	-0.112
2618	-0.112
2619	-0.112
2620	-0.112
2621	-0.113
2622	-0.113
2623	-0.113
2624	-0.113
2625	-0.114
2626	-0.114
2627	-0.114
2628	-0.114
2629	-0.113
2630	-0.113
2631	-0.114
2632	-0.114
2633	-0.114
2634	-0.114
2635	-0.114
2636	-0.114
2637	-0.114
2638	-0.114
2639	-0.114
2640	-0.115
2641	-0.115
2642	-0.116
2643	-0.116
2644	-0.116
2645	-0.116
2646	-0.116
2647	-0.116
2648	-0.116
2649	-0.116
2650	-0.116
2651	-0.116
2652	-0.117
2653	-0.117
2654	-0.117
2655	-0.117
2656	-0.117
2657	-0.117
2658	-0.117
2659	-0.117
2660	-0.117
2661	-0.117
2662	-0.117
2663	-0.119
2664	-0.119
2665	-0.119
2666	-0.119
2667	-0.119
2668	-0.119
2669	-0.119
2670	-0.118
2671	-0.118
2672	-0.118
2673	-0.119
2674	-0.119
2675	-0.119
2676	-0.119
2677	-0.119
2678	-0.12
2679	-0.12
2680	-0.12
2681	-0.12
2682	-0.12
2683	-0.121
2684	-0.121
2685	-0.121
2686	-0.121
2687	-0.121
2688	-0.121
2689	-0.121
2690	-0.121
2691	-0.121
2692	-0.121
2693	-0.122
2694	-0.122
2695	-0.122
2696	-0.122
2697	-0.122
2698	-0.122
2699	-0.122
2700	-0.122
2701	-0.122
2702	-0.123
2703	-0.124
2704	-0.124
2705	-0.124
2706	-0.124
2707	-0.124
2708	-0.124
2709	-0.124
2710	-0.123
2711	-0.123
2712	-0.123
2713	-0.124
2714	-0.124
2715	-0.124
2716	-0.124
2717	-0.124
2718	-0.124
2719	-0.124
2720	-0.124
2721	-0.125
2722	-0.125
2723	-0.126
2724	-0.126
2725	-0.126
2726	-0.126
2727	-0.126
2728	-0.126
2729	-0.126
2730	-0.126
2731	-0.126
2732	-0.126
2733	-0.127
2734	-0.127
2735	-0.127
2736	-0.127
2737	-0.127
2738	-0.127
2739	-0.127
2740	-0.127
2741	-0.127
2742	-0.127
2743	-0.128
2744	-0.128
2745	-0.128
2746	-0.128
2747	-0.128
2748	-0.128
2749	-0.128
2750	-0.128
2751	-0.128
2752	-0.129
2753	-0.129
2754	-0.129
